ECONOMY,"1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"          Uzbekistan","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",0.0722178054,0.071971403,0.0590180191,0.0662643622,0.0778064929,0.0718811019,0.0640694556,0.0565280764,0.0436587289,0.0437121908,0.0386628111,0.0420159025,0.0464018586,0.0452178544,0.0463151922,0.0572650421,0.0637691203,0.0854984307,0.0764272609,0.0722718719,0.0605542573,0.0633249186,0.0605716599,0.0571224926,0.0559784412,0.0585927837,0.0575975899
"          Vanuatu",0.009103479,0.0067003015,0.0064276747,0.0077012528,0.0046874901,0.0057140258,0.0054594477,0.0042515315,0.0040476741,0.0048447623,0.0056531138,0.0063003961,0.0036686554,0.0034716295,0.0038518916,0.0041170072,0.0051561143,0.0048100489,0.005011656,0.0054131694,0.0047848053,0.0038284017,0.0036155573,0.0035959194,0.0035222537,0.0036170917,0.0036339383,0.0013158783,0.0016761264,0.0028260594,0.002814171,0.0024969563,0.0017496459,0.0015825448,0.0012001294,0.001584805,0.002260221,0.0015606439,0.000810056,0.0007041652,0.0006881467,0.000700793,0.0005380763,0.000517813,0.0006230334,0.0005996073,0.0005813691,0.0005466636,0.0005582348,0.0006307678,0.0006130431,0.0004499949,0.000402956,0.0003228375,0.0003077024,0.000355732,0.000404119,0.0003594481,0.0004022009,0.0003554869,0.0003512132,0.0004515289,0.0003186742,0.0003671396,0.0002956196,0.000205806,0.0003313099,0.0002349869,0.0003131581,0.0002634554,0.0003594131
"          Venezuela (Bolivarian Rep. of)",1.5313498327,1.4730901316,1.5032022536,1.4335778899,1.6936176442,1.8127997672,1.6399259682,1.9368052485,2.0154151947,2.2444191238,2.1287080679,1.878385132,1.7696847297,1.6338907218,1.6341899626,1.4943109828,1.4113778207,1.2936813168,1.1455255153,1.4066835274,1.1440715741,1.112119655,0.9960588405,0.8807465484,0.7540833615,0.8405566374,1.3238070533,1.0033295225,0.9359635751,0.8445319538,0.701113737,0.8603892326,0.9375506843,1.0348394551,0.874287394,0.750303257,0.8129497886,0.734630157,0.4044908696,0.4197213204,0.356371007,0.4290898545,0.5005327399,0.4309349911,0.3745863555,0.388331021,0.3723689838,0.3565718172,0.4261799824,0.4263040454,0.3213818272,0.36630543,0.5196427128,0.4304553143,0.4120289471,0.3587623155,0.4300628336,0.5305028374,0.5407259527,0.4991166576,0.5884060573,0.4587765348,0.4296455476,0.5060834289,0.5258028949,0.4683563748,0.3935261735,0.2256835077,0.1665219852,0.1835018008,0.1728263599
"          Viet Nam","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-",0.0404613479,0.0525243833,0.0494504117,0.0352758924,0.0164867661,0.0197793433,0.0277200223,0.0331625749,0.0329814598,0.0355154349,0.0368525746,0.0338888161,0.0361102211,0.0627354513,0.0687718025,0.0593470419,0.0681485736,0.0789354326,0.0938340215,0.1052695363,0.1340822104,0.1640317815,0.1699020322,0.2016663153,0.2244619705,0.242596202,0.2570238449,0.2654722557,0.2871386041,0.3088982169,0.328388483,0.3463504431,0.3881692858,0.4547411841,0.4720687797,0.5284110264,0.6186538901,0.6967474776,0.7912097911,0.980335029,1.1014604505,1.2086242068,1.2612062661
"          Wallis and Futuna Islands","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",0.0000006199,0.000000678,0.0000055233,0.0000024374,0.0000005096,0.0000003618,0.0000002968,0.0000002068,0.0000002477,0.000000223,0.0000002745,0.0000001472,0.0000002431,0.000000343,0.0000004424,0.0000005142,0.00000063,0.0000006513,0.0000006503
"          Yemen","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",0.0198067016,0.0187471081,0.0163481263,0.0161441099,0.0216133475,0.0375763367,0.049429855,0.044717546,0.0271523812,0.0426363235,0.0632175915,0.0544626779,0.051330105,0.0491813596,0.0441520949,0.0533936881,0.0548665087,0.0449257985,0.0469616658,0.0498491691,0.052933743,0.0528925371,0.0448342308,0.0437997353,0.0410412499,0.0120980733,0.0031188565,0.0084589029,0.0128361824
"          Yemen, Arab Republic",0.0102362957,0.0119465386,0.0129427128,0.0108689471,0.0112891118,0.0111529455,0.0105757704,0.0106474618,0.0096030228,0.0079451277,0.0082366885,0.0084842393,0.0084460463,0.0080769723,0.0041860804,0.0038268076,0.002511836,0.0025291088,0.0016415829,0.0018284646,0.0014738946,0.0014632489,0.0009105685,0.001113224,0.0010194243,0.0013518337,0.0015823109,0.0012429069,0.0007708793,0.0009808089,0.0005238844,0.0008124272,0.0011025647,0.0023415586,0.0020786855,0.0014409569,0.0007983648,0.0006683313,0.000359044,0.0018870991,0.0155507032,0.0195379344,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Yemen, Democratic",0.0893799217,0.1905899573,0.1789330041,0.150136389,0.1601548665,0.143302958,0.1474027383,0.1869268398,0.1731617063,0.1616568649,0.1632328614,0.1487117467,0.1251828145,0.1333649837,0.1295173267,0.1253009713,0.1174854208,0.0973250605,0.0926045882,0.0631368826,0.0466376194,0.0532483988,0.045663734,0.0296128841,0.0258426596,0.0202628147,0.0311688282,0.0217211241,0.0164061627,0.0159751055,0.0146264092,0.0279775687,0.0379181475,0.0299610192,0.0418979177,0.0362700051,0.0327958692,0.0279849416,0.0135528262,0.0028146765,0.0028602913,0.0036680574,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Zambia",0.1967074818,0.1572164483,0.2237795038,0.2245282934,0.2871197443,0.3252942448,0.4830776921,0.515443627,0.4888898885,0.3861332062,0.3477712903,0.4440650858,0.4428031741,0.4169186235,0.4098870364,0.3969675129,0.2682983385,0.277506466,0.3336536553,0.2990545274,0.3123997835,0.3870322147,0.3146286039,0.3456435186,0.1806576972,0.1966483198,0.1669562937,0.0923820421,0.107682543,0.0792576143,0.0653240702,0.0825329683,0.0636745247,0.0554734125,0.053960765,0.0447815891,0.0335667918,0.0398912622,0.0241480115,0.0346313542,0.0409944938,0.0433358186,0.0374342535,0.0307952884,0.0199638551,0.0218413062,0.0244279053,0.0199380386,0.0191636838,0.0163386905,0.0187354508,0.0185730692,0.0138301,0.0159386625,0.0147135459,0.0129176173,0.017082248,0.017231754,0.0310887327,0.0329329552,0.0315730092,0.0343431705,0.0470539609,0.0490807083,0.0505851824,0.0559386315,0.0510603415,0.039963037,0.0397491197,0.0451524369,0.0464780953
"          Zimbabwe",0.1688988786,0.1860246729,0.1892871743,0.1545805807,0.1917894666,0.2039749817,0.1410102726,0.134158019,0.1286805049,0.1430122986,0.1262958896,0.136596253,0.132833274,0.1468540414,0.1423267326,0.1339382675,0.2197057291,0.2212970224,0.1351891798,0.1279925219,0.1152766729,0.1010132363,0.1320120016,0.1187456825,0.1086220357,0.1174416247,0.1018105677,0.0999950038,0.0965674484,0.0844353336,0.0679280007,0.0618878574,0.0681079039,0.0714655787,0.0694254808,0.0637679707,0.0606188051,0.0567565144,0.061657767,0.057317734,0.0577979225,0.0502073816,0.0489499107,0.0431372893,0.0382843892,0.0415548039,0.0436749542,0.0409753315,0.0446636991,0.0453788521,0.0383146234,0.0329732551,0.0298342397,0.0194832401,0.0309548651,0.0220026833,0.0204580157,0.0176148727,0.0164910779,0.0171174618,0.0136232341,0.0180705373,0.0209070706,0.0191510517,0.0209717732,0.0206179296,0.0203646022,0.0196487201,0.020700738,0.0196268082,0.0231768367
"  GSTP: Africa",3.4878334972,3.4411185319,3.2489072629,3.0113589313,3.0066968893,2.9194693761,2.9386975584,2.6977154604,2.4457852228,2.3644814797,2.5073303324,2.3299367106,2.2899888248,2.126907641,1.9704717525,2.493511506,2.5949606586,2.5245717111,2.3727004669,2.3159360034,2.4807486483,2.502199236,2.4951755014,2.4940049426,2.4480646868,2.5141518197,3.5096142665,3.0226983484,3.2865811822,3.3131720425,2.6556810949,3.2097437169,3.6731826144,3.0343489996,2.6683903688,2.5424929489,2.4003140111,2.5018046242,1.5319568557,1.4961438885,1.3272313516,1.4284789728,1.6156810368,1.5177468966,1.3377838992,1.1839559166,1.0818335017,1.0697152351,1.1789504233,1.1395871706,0.911312048,1.0331917016,1.2969133354,1.2239059908,1.1908972924,1.2949152521,1.4582300997,1.7105781774,1.7793338476,1.7835056773,2.0208203984,1.7342577019,1.8729745159,1.7490936145,1.9122211216,1.6306769221,1.5367637948,1.1287229876,1.049001861,1.1476999856,1.2162161236
"  GSTP: Asia",8.894054578600001,8.736256232600001,10.8614371938,11.1042754827,8.3975990066,7.6675224157,7.5367840279,7.9428201914,7.5471874773,6.6026535968,6.4729745924,6.729680809,6.3481574473,6.1489967912,5.7431292451,5.668806424,5.3740965549,5.2039364742,5.1397791546,4.9627121058,4.6333832441,4.5231728575,4.3649463453,4.611070648,3.9835450724,4.4893889404,5.7339974149,5.5563261025,6.0594491888,6.2198921033,6.0748596053,6.5256508029,6.7026746636,6.2265267508,7.1226468606,7.4653905707,7.4882163417,7.1161354997,6.1471027206,6.765687487,7.2095974366,7.5672535571,7.5923350782,8.058337654300001,8.2440881102,9.117971426700001,9.589421076500001,9.8263422991,10.0132114958,10.1032977649,9.6427235596,10.3246286274,11.0022701385,10.2485982626,10.3909006589,10.3983200305,10.6197140422,10.8897707452,11.1175289805,11.010790918,11.2181168867,11.8868317727,12.6292553088,12.842629767,12.6455967159,12.5393340546,12.7473557804,12.9084633493,12.9893492886,13.4941008989,13.4772092735
"  GSTP: Latin America",10.8694122664,9.0644361819,9.9362289892,8.865848438600001,8.3732772423,9.1171017272,8.5291308952,8.099273995400001,7.8786127605,7.5279775976,7.2831975015,6.7171071663,6.2937257501,6.1404344663,6.0546168809,5.8202829509,5.6988027381,5.4871371234,5.2060199215,5.2138558325,4.7595543859,4.6981725172,4.5963561549,4.0029509465,3.8125940566,4.103714711,4.6360485973,4.0819331428,4.1502299616,4.2294492974,3.9890394078,4.1707700826,4.5469762427,5.0127538862,4.8797158832,5.0223558448,5.2884445471,5.0339914819,3.9124491461,3.7581589093,3.8424719322,3.9644982106,3.8413303168,3.7601818269,3.6649753752,3.8949425825,4.0154967602,4.0884978923,4.4334387418,4.7687537378,4.7363266049,4.8686032976,5.2469282953,5.2513533628,5.0553899587,4.7467211013,4.8460700241,5.166359093,5.3659264374,5.2250609594,5.2698810134,5.2241941811,5.475858887,5.6720453343,5.6825594676,5.5432646781,5.3570497062,5.2110016105,5.1704979908,5.2600267139,5.2271343138
"Individual economies","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"World",100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
"  Developing economies",31.7762068021,29.2765817908,34.0181797226,32.4477995569,29.8023132268,30.1356665361,29.5565239846,29.0199478806,28.0491791531,26.6658763318,27.2446655408,26.6334932903,24.5797524681,23.3407057007,22.7254293683,22.9899021011,22.3579494453,21.7527181662,21.3213414515,20.9284406337,20.1260124105,19.7398303174,19.1181843517,19.3821468335,18.8832979664,20.3863225121,27.0677559687,24.3907307722,25.6612549454,25.8365504736,23.8602418412,26.4767884836,29.6724096651,29.7817931975,28.1446863066,26.96508275,26.8969113913,25.7374773195,21.6750947732,22.6081573167,22.8531265776,23.9746750678,24.1174430743,25.223040102,25.6587226982,27.3160377246,27.626203604,27.6938433887,28.6580642514,29.6077733035,27.8557436958,29.2112555115,31.9192615318,31.1167890561,31.8796984718,32.5157460723,33.9047931399,36.2576612467,37.5409999219,37.8160786371,39.0285606962,39.8714137689,42.0754253587,43.0751077434,44.5325328446,44.5152078653,44.5933877419,44.7507071594,43.8984300955,44.3633092357,44.5966911992
"    Developing economies: Africa",7.4290564145,7.2901857581,7.1723466517,6.6756130983,6.8501891585,6.8002024532,6.9132013501,6.6164296704,6.332542422,6.0017600577,5.9905032446,5.8900457008,5.6322498298,5.357082195,5.1869198303,5.801213448,5.6767357358,5.4278695045,5.3505586324,5.2655619242,5.3916095425,5.3284349724,5.0695201038,4.8964380606,4.6693482074,4.7878262431,5.7498326308,5.0530165201,5.1065181156,5.2667669598,4.5460544149,5.2393559487,5.9205024821,4.9300007147,4.4865874183,4.4102062059,4.1888350537,4.2505708005,3.2230116941,3.1264812586,2.8168536378,2.8685629402,3.0001936237,2.824767797,2.5650624139,2.4211772484,2.2152659343,2.1577628985,2.3138276063,2.2688164095,1.9101049482,2.0360172478,2.2922697806,2.2409898656,2.229036572,2.3629355137,2.5976996718,2.9624112721,3.0581801293,3.1146976035,3.4824494616,3.1342428863,3.4075934111,3.3304766786,3.4559885062,3.1171911572,2.9593831206,2.3498327489,2.2216742765,2.3764739506,2.4579610947
"    Developing economies: America",12.2722300524,10.5384342505,11.6099789869,10.4232997184,10.0689570309,10.7945592611,10.2615772285,9.678227634700001,9.404727057300001,9.050148418999999,8.758982360399999,7.9838499112,7.4718639839,7.3012135999,7.2130985771,6.9312766437,6.7361910113,6.445349542,6.151272806,6.145007829,5.6574962655,5.5301575755,5.4394181146,4.8279587705,4.619154425,4.9028106474,5.6392885519,5.1554769304,5.1780108027,5.2804920055,4.9092957731,5.0651046394,5.4388253675,5.9637897437,5.7242914713,5.833801038,6.0078928626,5.571232194,4.4205463351,4.2046216207,4.2424362905,4.3778717707,4.1657844669,4.1072462311,4.0191966364,4.2856584015,4.3916331975,4.4577832619,4.8085842158,5.1849561811,5.1846303232,5.3320576475,5.7033503191,5.7018430613,5.493616189,5.1500073541,5.2171252596,5.5842132282,5.7703726597,5.6125604849,5.6318180817,5.6147222264,5.8266927265,6.0580738173,6.0659814683,5.9014619454,5.7075944169,5.5835525575,5.5435096227,5.6184034654,5.5749918819
"    Developing economies: Asia",11.9485652074,11.3261053816,15.1192693632,15.2420160066,12.7499229048,12.3897663001,12.2329819198,12.5670086033,12.1703467148,11.4551209178,12.3384650404,12.6134201747,11.3334271986,10.5507126699,10.2066316281,10.1223186838,9.8036017638,9.748412247799999,9.6897177785,9.386848135599999,8.9304689981,8.7368667661,8.424867799499999,9.4818050704,9.404868259900001,10.5219263585,15.5144496432,14.0491765013,15.2541589418,15.1609675428,14.2917682655,16.056451757,18.2033025372,18.7850251645,17.8333992779,16.6275517152,16.5978710735,15.8171584264,13.9363427605,15.1843335256,15.6897203061,16.6236662592,16.8719920902,18.2072204774,18.9851692082,20.4931825066,20.9073494188,20.9790382308,21.4376805425,22.0617824376,20.675182358,21.7559397763,23.8434854246,23.1007564015,24.0902994415,24.9311111922,26.0238019769,27.6471475078,28.6484874273,29.0254000574,29.8572337746,31.0661340925,32.7818126836,33.6269517092,34.9543529364,35.4456326469,35.857602561,36.7462166251,36.0598517936,36.2903927602,36.4915781693
"    Developing economies: Oceania",0.1263551277,0.1218564006,0.116584721,0.1068707336,0.1332441326,0.1511385218,0.1487634862,0.1582819722,0.141562959,0.1588469372,0.1567148953,0.1461775036,0.1422114559,0.1316972358,0.1187793329,0.1350933256,0.1414209345,0.1310868719,0.1297922346,0.1310227449,0.1464376044,0.1443710033,0.1843783338,0.175944932,0.1899270742,0.1737592631,0.1641851428,0.1330608205,0.1225670852,0.1283239654,0.1131233876,0.1158761384,0.1097792783,0.1029775746,0.1004081392,0.0935237909,0.1023124014,0.0985158986,0.0951939836,0.0927209119,0.1041163432,0.1045740978,0.0794728935,0.0838055966,0.0892944397,0.1160195681,0.1119550534,0.0992589975,0.0979718868,0.0922182754,0.0858260663,0.0872408399,0.0801560074,0.0731997276,0.0667462694,0.0716920124,0.0661662316,0.0638892386,0.0639597056,0.0634204913,0.0570593784,0.0563145638,0.0593265374,0.0596055384,0.0562099338,0.0509221159,0.0688076433,0.0711052279,0.0733944028,0.0780390595,0.0721600533
"  Transition economies",2.7279727968,2.7937833899,3.1612575942,2.992583429,3.8253782621,3.8973348562,4.0814248308,3.9360472131,3.797323288,4.2426981915,4.3638890619,5.0572005294,4.7444513487,4.8578582621,5.4149042646,5.1727596722,4.9300490468,4.8824972803,4.8576852041,4.9842573613,4.898311682,4.7366188764,4.5509251675,4.4046009946,4.1915962235,4.1788262059,3.7044425437,4.2629279159,4.2320456253,4.4579672377,4.4177227376,4.281904408,4.1693714489,4.4572429415,5.1268444665,5.4531709091,5.1532540006,4.959928927,5.0114363593,4.7247001659,4.293605935,3.9616051262,3.3864127958,1.7154084597,1.773698094,1.7199948161,2.1352300387,2.2595628981,2.3707105204,2.2813606414,2.0207922292,1.9246218557,2.3181328214,2.4005577798,2.4298296121,2.6403359378,2.9656742925,3.3694039159,3.6666914455,3.8425201834,4.4863518543,3.717789284,3.9807788757,4.4202715079,4.4437394883,4.2541271555,4.0136048131,3.1543942298,2.7645450686,3.1017132928,3.4769382756
"  Developed economies",65.49582040110001,67.9296348192,62.8205626831,64.5596170141,66.3723085111,65.96699860770001,66.36205118460001,67.0440049063,68.1534975589,69.0914254767,68.3914453973,68.3093061803,70.67579618320001,71.80143603720001,71.8596663671,71.8373382268,72.7120015079,73.3647845536,73.8209733444,74.087302005,74.97567590750001,75.52355080620001,76.33089048079999,76.2132521719,76.92510581000001,75.434851282,69.2278014876,71.34634131190001,70.10669942929999,69.7054822887,71.72203542120001,69.24130710839999,66.158218886,65.76096386099999,66.7284692268,67.5817463409,67.94983460810001,69.30259375359999,73.31346886740001,72.6671425174,72.8532674874,72.063719806,72.4961441299,73.0615514383,72.56757920779999,70.96396745929999,70.2385663572,70.0465937131,68.9712252282,68.110866055,70.123464075,68.8641226328,65.7626056469,66.4826531641,65.6904719161,64.84391798990001,63.1295325677,60.3729348375,58.7923086327,58.3414011794,56.4850874495,56.410796947,53.9437957656,52.5046207487,51.0237276671,51.2306649791,51.393007445,52.0948986108,53.3370248359,52.5349774715,51.9263705251
"    Developed economies: America",27.059494067,25.7823199352,21.0669797681,21.6048328846,22.3850167897,20.6470961305,20.0556278477,20.0978550722,21.6088015086,21.9438379935,19.8210901579,18.703196747,19.5521910602,19.3089898201,18.9819614462,18.6443701174,19.2691520739,18.5516639646,19.0339716784,19.1866856276,19.4630487248,18.6623000188,18.8928664955,17.4878940351,16.7786811037,16.7262339503,15.9139854653,16.3113832315,15.8557716863,14.7546970091,14.8370974853,14.7147632638,14.3175628424,15.3728218431,15.1707066839,15.2137246578,15.9807666354,15.7717716849,14.8451225085,13.9958350078,15.3056751979,15.6723245661,14.9258287111,15.6198046257,15.3964703276,16.1378166561,15.6995414674,15.0183045557,15.2869244216,16.1433525267,16.2759921417,16.3307987694,16.4106063772,15.9686217969,14.5521934206,13.1478114332,12.2737192292,12.0163466882,11.6639468679,11.1930983636,10.8022008711,10.931459947,10.8898217177,10.5476989387,10.8130595213,10.7571458342,11.0472991904,11.5716044328,11.4877229469,11.0963221174,10.8574908366
"    Developed economies: Asia",0.4506085597,0.91903015,1.3919175736,1.68617222,1.6462033745,1.6510324883,2.0158241023,2.2356049697,2.5041418318,2.647810913,2.7578080283,3.0841821921,3.2796151438,3.2901619995,3.6246642025,3.7016200097,4.0220545805,4.6792254273,4.9632727817,5.0266320284,5.6035167283,6.0316807175,6.3165228263,7.0342284231,7.201541595,6.6105801025,6.8004117053,6.5856394603,7.0171451376,7.4422806681,7.7939572284,6.4208975079,6.6326796591,7.7521757127,7.5697952723,8.1868976226,8.9190862307,9.3329474831,10.1781906735,9.5134874957,9.5531364205,9.188003373800001,8.5723061583,9.290162222899999,9.3221063011,9.971124803,9.5853826369,8.928535505099999,7.9752985863,7.9195740659,7.4583398445,7.7784782439,7.9149881396,6.9820701049,6.8628874403,6.6350777985,6.5514805868,6.072001509,5.7184004778,5.4805721475,5.2186253321,5.0068847401,5.4122259792,4.8583708556,4.6547018513,4.1225579431,3.9962011792,4.1646892467,4.3994633006,4.2816540678,4.0859913837
"    Developed economies: Europe",34.288011213,37.5985388905,36.8312524579,37.9683551572,39.3271237783,40.3515651319,41.5162362229,42.0343607013,41.4648045667,41.8491778002,43.648968665,44.1220863376,45.6198565132,46.8852072014,47.0521852418,47.1223258354,47.0645899167,48.0200660041,47.7730635282,47.8301590759,48.0416283536,48.8703173396,49.2380953612,49.8379795739,50.9790568278,50.0090829866,44.9168584232,46.8404775867,45.6245955459,46.0439081653,47.7056106347,46.7012800067,43.873172681,41.2992911125,42.5687089819,42.806879339,41.5950709605,42.7567157324,46.9613728186,47.8158879765,46.530474449,45.7204044582,47.592093837,46.6879561898,46.4597527593,43.4465790553,43.5716323442,44.8100888161,44.3291438039,42.6704528868,45.1553576541,43.5569493865,40.2410405177,42.2871484796,43.0535662216,43.9160460089,43.1452782017,41.0674725741,40.2073775992,40.4673561767,39.1153331922,39.0447148106,36.0470009,35.4114339309,33.9679709568,34.8078078772,34.8663076246,35.0151379346,36.0386890353,35.6392778579,35.4600406376
"    Developed economies: Oceania",3.6977065614,3.6297458435,3.5304128835,3.3002567523,3.0139645686,3.317304857,2.7743630117,2.6761841631,2.5757496518,2.65059877,2.1635785461,2.3998409036,2.2241334659,2.3170770162,2.2008554765,2.3690222643,2.3562049369,2.1138291576,2.050665356,2.0438252732,1.8674821007,1.9592527304,1.8834057978,1.8531501398,1.9658262836,2.0889542425,1.5965458938,1.6088410334,1.6091870596,1.4645964462,1.3853700728,1.40436633,1.3348037036,1.3366751927,1.4192582887,1.3742447215,1.4549107815,1.4411588532,1.3287828668,1.3419320373,1.46398142,1.4829874079,1.4059154235,1.4636283999,1.3892498198,1.4084469448,1.3820099088,1.2896648363,1.3798584164,1.3774865755,1.2337744347,1.197896233,1.1959706123,1.2448127827,1.2218248335,1.1449827492,1.1590545499,1.2171140662,1.2025836878,1.2003744916,1.3489280541,1.4277374494,1.5947471688,1.6871170235,1.5879953376,1.5431533247,1.4831994508,1.3434669967,1.4111495531,1.5177234284,1.5228476673
"Developed economies: Asia and Oceania",4.1483151211,4.5487759935,4.9223304571,4.9864289723,4.6601679431,4.9683373453,4.790187114,4.9117891328,5.0798914836,5.298409683,4.9213865744,5.4840230957,5.5037486097,5.6072390157,5.825519679,6.070642274,6.3782595173,6.7930545849,7.0139381378,7.0704573016,7.470998829,7.9909334479,8.1999286241,8.8873785629,9.1673678786,8.6995343451,8.3969575991,8.1944804938,8.6263321972,8.9068771142,9.179327301200001,7.8252638379,7.9674833627,9.088850905399999,8.989053561,9.5611423441,10.3739970122,10.7741063363,11.5069735403,10.8554195331,11.0171178406,10.6709907817,9.9782215818,10.7537906228,10.7113561209,11.3795717478,10.9673925456,10.2182003413,9.3551570027,9.2970606415,8.6921142792,8.9763744769,9.1109587519,8.2268828876,8.084712273799999,7.7800605477,7.7105351367,7.2891155752,6.9209841655,6.6809466391,6.5675533862,6.4346221895,7.0069731479,6.5454878791,6.2426971889,5.6657112678,5.47940063,5.5081562434,5.8106128537,5.7993774962,5.608839051
"Developing economies: Asia and Oceania",12.0749203352,11.4479617823,15.2358540841,15.3488867402,12.8831670374,12.5409048219,12.381745406,12.7252905755,12.3119096737,11.6139678551,12.4951799357,12.7595976783,11.4756386545,10.6824099057,10.3254109609,10.2574120094,9.945022698300001,9.8794991197,9.8195100131,9.5178708805,9.076906602499999,8.8812377694,8.609246133299999,9.6577500024,9.594795334100001,10.6956856216,15.678634786,14.1822373218,15.376726027,15.2892915083,14.4048916531,16.1723278955,18.3130818155,18.8880027391,17.9338074171,16.7210755061,16.7001834749,15.915674325,14.0315367441,15.2770544375,15.7938366492,16.7282403569,16.9514649837,18.2910260739,19.0744636479,20.6092020747,21.0193044722,21.0782972283,21.5356524292,22.154000713,20.7610084244,21.8431806162,23.923641432,23.1739561291,24.1570457108,25.0028032046,26.0899682084,27.7110367464,28.7124471329,29.0888205487,29.9142931529,31.1224486562,32.8411392211,33.6865572476,35.0105628702,35.4965547627,35.9264102043,36.817321853,36.1332461963,36.3684318197,36.5637382226
"Developing economies excluding China",30.8890611771,29.2765817908,33.1283682197,31.5299773591,28.7737497042,28.8716660422,28.2051755391,27.5186557631,26.4646803985,24.7115338203,24.7501935942,23.9419023041,22.6054661054,21.9150026106,21.3906069434,21.6945085796,21.0732709166,20.4021951284,20.0269291956,19.8366232813,19.1627358298,18.8635008091,18.392982707,18.5977566051,18.0037968402,19.3764687282,26.2240914345,23.5140486886,24.962396882,25.1716262673,23.1005629438,25.6586461886,28.7895726066,28.6962969205,26.9683771492,25.7685382864,25.5685564169,24.345862498,20.2298573036,21.0432003617,21.2001272835,22.280946835,22.3412198157,23.1782670761,23.4156937916,24.8901190819,24.8256018724,24.8195542325,25.8664929599,26.3433533349,24.5213732074,25.805050113,28.0570371007,26.8214690637,26.8703643516,26.741978464,27.4722162316,29.0026855038,29.55125409,29.1114498945,30.1691672216,30.3012283696,31.7647556295,32.7235420263,33.4659646094,32.8581193862,32.2562942709,30.9984159431,30.8140037858,31.5996931648,31.8270258906
"Developing economies excluding LDCs",29.3357886112,26.7691671716,30.9503992536,29.3562084736,26.7123139813,27.0889358555,26.382817532,25.9705307859,25.0687763691,24.0251577704,24.6610067316,23.9872548062,22.0400315914,21.0106522135,20.3948647352,20.5866338091,20.2113480418,19.7430570556,19.2580144295,19.008645744,18.2517420313,17.8721355225,17.3856298393,17.8326977729,17.5824942666,19.1611844025,25.9743257188,23.499508401,24.7963839812,24.9760407615,23.1234586382,25.718614125,28.9282165541,29.0971694575,27.4592086796,26.2635501738,26.2026192395,25.0647483268,21.1039581493,22.0794045242,22.3286673268,23.4479047293,23.5964772045,24.7576857742,25.2199948277,26.8524184386,27.1959733242,27.2352734314,28.1645528601,29.1256613014,27.4006775353,28.7232057913,31.3770543968,30.5649730264,31.2991613626,31.9503864261,33.3003970815,35.5412353604,36.7564567469,36.9753747733,38.0838801818,38.9272895472,41.0796737457,42.0432810504,43.5079928651,43.4894406651,43.5979482106,43.8595440597,42.9869147638,43.3988490787,43.6066946171
