ECONOMY,"1948","1949","1950","1951","1952","1953","1954","1955","1956","1957","1958","1959","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"          Guinea-Bissau",0.0085302464,0.0085332419,0.0064713564,0.0060383039,0.0087804203,0.007435297,0.0082255992,0.0053237309,0.0067874165,0.0057531552,0.0063751969,0.0058609125,0.0033622943,0.0063374862,0.0053853924,0.0043389621,0.0036324574,0.0022667138,0.0016671723,0.0017109857,0.0014780116,0.0015584899,0.0011635915,0.0006737416,0.0007219334,0.0006585592,0.0004595835,0.0008063332,0.000622219,0.0011237919,0.0009204797,0.0008059971,0.0005347468,0.0006934115,0.0006334499,0.0004606152,0.0008860274,0.0005879382,0.0004670795,0.0006746017,0.0005531334,0.0004577818,0.0005509665,0.0005812149,0.0001541534,0.0007535753,0.0019951493,0.0004636573,0.0005207749,0.0008659021,0.0004860911,0.0008939893,0.0009643232,0.001016938,0.0008307966,0.0008563919,0.0008239582,0.0008520266,0.0006101699,0.0007634103,0.0007937453,0.0009681751,0.0008273087,0.0013196852,0.0007078461,0.0008064515,0.0008746275,0.0015259384,0.0018207986,0.0018543251,0.0017861065
"          Guyana",0.0525633783,0.0494416034,0.0480174644,0.0413104525,0.0598021884,0.0600920705,0.0585380645,0.0562281812,0.0530432565,0.0548743486,0.052158372,0.0515052716,0.0563136299,0.058650567,0.0668258894,0.0650155485,0.0542202638,0.0544359061,0.0524983039,0.0515750438,0.0445256149,0.0432769565,0.0424795762,0.0359786453,0.0331350991,0.0234316119,0.0318288884,0.0406590533,0.0276886465,0.0221551209,0.0222380333,0.0175902306,0.0189829991,0.0170639502,0.0135086625,0.0101658904,0.0106751177,0.0104868735,0.010008113,0.0096165666,0.0079859946,0.0073300217,0.0071691725,0.0070648031,0.0079745302,0.0111762969,0.0101673234,0.009031195,0.0107444298,0.0105869344,0.0099171713,0.0091277903,0.0077734545,0.0077158151,0.0074925543,0.0067589081,0.0064295955,0.0052664661,0.0048479976,0.0048397555,0.0049200681,0.0060738053,0.0057492972,0.0061568004,0.007646127,0.007256508,0.0061477601,0.0069642559,0.0089860493,0.0080974258,0.0067518319
"          Haiti",0.0510108734,0.0603470865,0.0625133027,0.0615665469,0.0652761533,0.047362842,0.0642066774,0.0383734524,0.0403519016,0.0302974203,0.0360949992,0.0237389016,0.0254456341,0.0234525904,0.0296653562,0.0262519004,0.0230289693,0.0193582205,0.0171400567,0.0153865296,0.0146648396,0.0134275452,0.0126857247,0.0133395192,0.0104800624,0.0090603447,0.0084913752,0.0090940516,0.0125148358,0.0131364013,0.0118543626,0.0111404513,0.0110334512,0.0074727444,0.009363676,0.0089366679,0.0091067451,0.0085684803,0.0086148148,0.0084737913,0.0062368405,0.0046442287,0.0045845217,0.0047367305,0.0019382896,0.0021225202,0.0019031575,0.0021306987,0.0016642458,0.003792822,0.005807996,0.0058404774,0.004923347,0.0044228731,0.0043078341,0.0045658862,0.0042421924,0.0044765581,0.0041945881,0.0037212649,0.00297067,0.0045897565,0.0037841745,0.0041817276,0.0044033697,0.004672693,0.0050060107,0.0053330727,0.0064997593,0.0056349264,0.0055370156
"          Honduras",0.0938327103,0.0936949958,0.0892238262,0.0797176885,0.0787101964,0.0837090523,0.0641009197,0.0502560198,0.0700060359,0.0572931986,0.0638343355,0.0582443029,0.0483728108,0.0535650116,0.056826041,0.0531288461,0.0539759307,0.0670292874,0.0689754508,0.0709558543,0.0746972255,0.0607161702,0.0562952608,0.0532735068,0.0487189518,0.0444664945,0.0343180222,0.033635221,0.0402680997,0.0454030849,0.0463643397,0.0440828465,0.0404584265,0.0375232885,0.0347554271,0.0361665874,0.0368614821,0.0396902794,0.0398979331,0.0314046944,0.029288242,0.0276764568,0.0267129492,0.0269894116,0.0272288763,0.0310221644,0.0318903287,0.034169769,0.0370976368,0.0435671091,0.0531579191,0.0485203283,0.0518169599,0.0552483997,0.0576155119,0.0494602666,0.0491539984,0.0480648558,0.0435081057,0.0412501588,0.0383835673,0.0384431607,0.040938042,0.0434972957,0.0451545525,0.0413363023,0.0427535844,0.0497587704,0.0496490763,0.0489200913,0.0467493763
"          Hungary",0.4316304675,0.6604729211,0.5322690627,0.4782336715,0.5494034426,0.6171296529,0.6098694288,0.6399124557,0.4676672082,0.4308024797,0.6259883225,0.6532864274,0.6710767715,0.7555640429,0.7674480681,0.7691883364,0.7718187021,0.7956154852,0.769612688,0.7780116868,0.7369473016,0.751827087,0.5425598973,0.5207627648,0.5723114431,0.5763664725,0.4678968499,0.5152801847,0.4958679096,0.5158805212,0.4890241263,0.476549062,0.4199735389,0.4306076474,0.4669190061,0.4721360094,0.4380588346,0.4309681001,0.4283119254,0.3801579133,0.3478826699,0.3117429672,0.2860677487,0.2896121995,0.2826892447,0.2354683196,0.2476442369,0.2485396558,0.2902496368,0.341100384,0.4175404605,0.4374100616,0.4369352881,0.4912865905,0.5310531573,0.5677774776,0.602429682,0.5992520861,0.6205211745,0.6804178306,0.6718981095,0.6611145324,0.6239814334,0.6124175411,0.5594544098,0.5673028655,0.5826585685,0.5959759638,0.6357439199,0.6417822077,0.6462431325
"          Iceland",0.1051489352,0.0529897254,0.0417127454,0.0541189028,0.0492807362,0.0540112368,0.0613147918,0.0555573911,0.0607189526,0.0536649237,0.0601296561,0.0552222169,0.0561347273,0.0561555169,0.0588974531,0.0599239809,0.0634598242,0.0681289228,0.0678191005,0.0443050686,0.0329913604,0.0388229943,0.046075646,0.0422210442,0.0450783211,0.0499202308,0.0392395539,0.0348479133,0.040349123,0.0452765489,0.0489006574,0.046983883,0.044792251,0.0440733586,0.036113392,0.0398194235,0.0375306144,0.0414651353,0.0513180275,0.0545582161,0.0495252726,0.0446640307,0.0455276822,0.0440423807,0.0403425676,0.0370011824,0.037564622,0.034812939,0.0350591252,0.0330563775,0.0350476257,0.0350177017,0.0294622803,0.0325904406,0.0342988828,0.0313702928,0.0307845542,0.0294311198,0.028471846,0.0341129261,0.0333302701,0.0323083397,0.0300896308,0.0291590395,0.0273524297,0.0263733362,0.0266123888,0.0286765888,0.027799678,0.0275293613,0.0285551825
"          India",2.2100844778,2.0432165011,1.8522963382,1.9350348783,1.5588758227,1.364934651,1.3740040959,1.3451577372,1.206955915,1.218358849,1.113160989,1.1224648616,1.0224399768,1.0178527036,0.9789986165,1.036816129,0.9732108631,0.8887288418,0.9433259559,0.7372963513,0.7250902724,0.6620227123,0.6369264764,0.5740785566,0.5830582707,0.5013385005,0.4660404743,0.496560759,0.5584863747,0.5639916183,0.5090599374,0.4691050674,0.4187804434,0.4091660502,0.4931571139,0.4924717741,0.4803071191,0.4650364592,0.4390061783,0.4483284018,0.4603705312,0.5116678908,0.5140379984,0.5040645595,0.5183076273,0.570401842,0.5791125763,0.5917426862,0.6118270137,0.6251977149,0.6068811293,0.6232364585,0.6568073732,0.6999277341,0.7577172491,0.7768515068,0.8309900702,0.9484990066,1.0043701337,1.0709725427,1.2064506989,1.313408016,1.4792131905,1.6516942862,1.6033812086,1.6614756248,1.6996601589,1.6177791582,1.6476538281,1.6876943151,1.6715901594
"          Indonesia","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",0.8446395343,0.7672201477,0.8283376193,0.8536359099,0.841701259,0.8644932808,0.9529152524,1.0330183329,1.1096363526,1.0264986205,0.9633408779,0.9285513575,0.909571862,0.9028659106,0.951768689,0.9253100718
"          Indonesia (...2002)",0.6721834159,0.8994036936,1.2942712771,1.5602977362,1.1715589392,1.0409415832,1.0187992193,1.0072498887,0.8882796048,0.8430663281,0.7239133964,0.7898826804,0.6457386325,0.5756678422,0.4758178022,0.4439096867,0.4133111985,0.373043552,0.3278337611,0.3039822395,0.3009544567,0.3080903706,0.3482602329,0.3478648924,0.4232516103,0.5518354862,0.8814223111,0.8097536946,0.8602565685,0.9596753055,0.8885048512,0.9369445296,1.0686643745,1.0979755134,1.1748335669,1.1387252989,1.113035336,0.9458910249,0.6915112384,0.6799588565,0.6771536169,0.7143975339,0.7344474774,0.8400602073,0.873761955,0.973725624,0.9270087549,0.8774135677,0.9206300799,1.0053889173,0.9141967162,0.8954326887,1.0136357285,0.9259139493,0.9102761169,"_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_"
"          Iran (Islamic Republic of)",0.837328986,1.0037208689,1.1342928759,0.711302542,0.2071903238,0.2934538245,0.3634927554,0.5744678316,1.012859619,0.5841814044,0.6209502148,0.5739155201,0.4885653887,0.5553160749,0.5737644084,0.5860953625,0.7148000246,0.6874855449,0.6325067187,0.8818090509,0.7745727843,0.7576100948,0.755234375,1.0779047551,0.4285011689,0.4587091662,0.9972083957,0.907929774,0.8993068017,0.8148981213,0.6532697005,0.4993954607,0.6018157402,0.5835646136,1.077813489,1.1578368478,0.8683423791,0.7212482667,0.3349427282,0.4728561269,0.3725475512,0.4217073169,0.5522537889,0.5306286947,0.5246585627,0.4780760492,0.4497867383,0.3546978687,0.4138159578,0.3282600083,0.2380915349,0.3674761815,0.4454058255,0.414668563,0.4344296845,0.4446650072,0.4520603502,0.5356063897,0.6350054449,0.6328682248,0.7038753509,0.6278380334,0.6621030999,0.7197747316,0.5852271567,0.4789738528,0.5012173177,0.4250960494,0.4547479879,0.5231211141,0.5540096326
"          Iraq",0.0852546946,0.1685451802,0.204934914,0.2184416831,0.3497065803,0.4855645505,0.5742455337,0.5526117867,0.4585289717,0.3173813678,0.5182451161,0.5136969347,0.502155845,0.486086877,0.4827946029,0.498122795,0.4795323297,0.464723747,0.4509524784,0.375749475,0.4277587969,0.3769958282,0.34511709,0.4386367687,0.2586669943,0.3337479022,0.7836183811,0.9461188619,0.933328555,0.8533001657,0.8443199926,1.296374023,1.285236095,0.5193927294,0.5401715364,0.439350282,0.4734796012,0.5296277396,0.3486748662,0.3851182201,0.3342804575,0.3960135066,0.295050276,0.0107200588,0.0136789378,0.0120841125,0.0104843775,0.0095822518,0.0135098685,0.082185548,0.0998249308,0.2283314914,0.3158554829,0.207778183,0.1879908034,0.1279449447,0.1930881079,0.2256322374,0.2420962794,0.2943340428,0.3794275041,0.3339387988,0.3429753657,0.453817423,0.5098764797,0.4911142952,0.4640942641,0.3482859871,0.2971752495,0.3570435255,0.4587912792
"          Ireland",0.3389561647,0.3849908604,0.3279683416,0.2755881915,0.3564850648,0.3959047821,0.3787065887,0.328836211,0.2906642928,0.3245496386,0.3364595715,0.310489222,0.3276451715,0.3711001626,0.3406911278,0.3498467548,0.3132944554,0.3257492169,0.3302671663,0.36104222,0.328538106,0.3215680616,0.3520571495,0.36996869,0.3826651869,0.3661620072,0.3154924516,0.3639935211,0.3336299825,0.3894285107,0.4342791628,0.4292577319,0.4096497992,0.3786639353,0.4251276471,0.4629447003,0.4899662656,0.5270022432,0.5903184591,0.634665303,0.6520051787,0.6670074448,0.6793107795,0.6885661557,0.7532262187,0.7675169336,0.7862169424,0.8637715709,0.8921458806,0.9527248753,1.1664198314,1.2459976204,1.1968106391,1.3371126393,1.3579745305,1.2220760936,1.1360660175,1.0441092128,0.8965016881,0.8668816374,0.7785018234,0.9233030083,0.7613083234,0.6856394526,0.6307759696,0.6152223262,0.6376201053,0.746218059,0.8162930774,0.7752806066,0.8453542936
"          Israel",0.0105775055,0.0486394787,0.0567861523,0.0541032032,0.0545640405,0.0713788514,0.1014098877,0.0948688849,0.1028483737,0.1247385049,0.1286753774,0.151698199,0.1663103303,0.1801164818,0.1947922733,0.2241871478,0.2125926662,0.22635524,0.2430508326,0.253470905,0.2631601761,0.2631034043,0.2447565373,0.2699476669,0.2731961717,0.2489704356,0.2165929751,0.2212741474,0.2430197127,0.2724989762,0.299243672,0.273216895,0.2701049329,0.2796779406,0.2769525342,0.2749855784,0.2951205418,0.3185398694,0.3341627054,0.3354913427,0.3392551796,0.3569408617,0.3455698405,0.3389699665,0.3464257007,0.3920197161,0.3907687192,0.3679526731,0.3809043657,0.4018644708,0.4173244757,0.4507270978,0.4867119115,0.4688891128,0.4515071697,0.4187663997,0.4186835367,0.4072406231,0.3858038197,0.3857947453,0.379824962,0.3817761783,0.3817308906,0.3696824529,0.3410676872,0.351491293,0.3608332785,0.3853290777,0.3767641004,0.3447084611,0.2946810948
"          Italy",1.8374150733,1.9138866872,1.9503859226,1.9902249762,1.7400284373,1.8677466122,1.9252602548,1.9761689148,2.0604245623,2.2486476974,2.3585208277,2.4848894637,2.807849709,3.0721865459,3.256212385,3.2247232411,3.4033094485,3.7928202042,3.8810882254,3.9794703527,4.1934359975,4.2310115528,4.1504573311,4.2579903193,4.4322803835,3.8197808314,3.6159798386,3.9892170289,3.7507166255,4.0061072194,4.2803604828,4.340881854,3.809711183,3.8014812587,3.8887607652,3.9233587184,3.7892597385,3.9034922947,4.5401998255,4.6313789379,4.4479930286,4.5312662356,4.8718481879,4.8187659692,4.7045775236,4.4747971092,4.4289435942,4.516138452,4.6627157979,4.2934716089,4.4612812094,4.1162173294,3.7276166501,3.9465183563,3.9143826937,3.9437927633,3.835544892,3.5528246149,3.437359046,3.5652962705,3.360901388,3.2408086559,2.9231254559,2.8532415643,2.7079119173,2.7341166843,2.7904936039,2.7643449807,2.8801805786,2.8614686765,2.8067227242
"          Jamaica",0.078311074,0.0771251467,0.0689458309,0.057856613,0.0631136612,0.0876472813,0.1009116514,0.0993663727,0.1058867701,0.124530166,0.1220018294,0.1095501949,0.1218242365,0.1265588129,0.1266728851,0.1287861088,0.1234458935,0.1129668609,0.1100932399,0.103466412,0.0904110828,0.0916824993,0.1074323099,0.0956839879,0.0931510818,0.0670364112,0.0716969276,0.0865682796,0.0634156141,0.0679507239,0.0635785775,0.0491842694,0.0469593339,0.0480415585,0.0404407721,0.0386616943,0.035808718,0.0287959961,0.0275068271,0.0280167652,0.0306173277,0.0321637824,0.0331309363,0.0317856853,0.0276478268,0.0283267992,0.0280585549,0.0275675202,0.0255639608,0.024701204,0.0238185915,0.0216746294,0.0200682919,0.0196930845,0.0171390257,0.0155406138,0.0151998612,0.0145822582,0.016063959,0.0160761496,0.0151020361,0.0104815182,0.0086759189,0.0088491941,0.009246601,0.0082803452,0.007647769,0.0076374229,0.0074964023,0.0073858516,0.0087799488
"          Japan",0.4400310542,0.8703906713,1.3351314213,1.6320690168,1.5916393339,1.5796536368,1.9144142146,2.1407360848,2.401293458,2.5230724081,2.6291326509,2.9324839931,3.1133048134,3.1100455177,3.4298719292,3.4774328619,3.8094619143,4.4528701873,4.7202219491,4.7731611234,5.3403565522,5.7685773132,6.071766289,6.7642807562,6.9283454233,6.3616096669,6.5838187302,6.3643653129,6.7741254249,7.1697816918,7.4947135564,6.1476806129,6.3625747263,7.4724977721,7.2928427381,7.9119120442,8.6239656889,9.0144076137,9.844027968100001,9.177996153100001,9.213881240899999,8.831062512100001,8.2267363178,8.951192256400001,8.975680600400001,9.5791050869,9.1946139176,8.560582832,7.5943942206,7.5177095952,7.0410153688,7.3277511461,7.4282762282,6.5131809921,6.4113802706,6.2163113988,6.1327970502,5.6647608859,5.3325966581,5.0947774022,4.8388003701,4.6251085619,5.0304950886,4.4886884027,4.3136341642,3.77106665,3.6353679007,3.779360169,4.0226992002,3.9369456066,3.7913102889
"          Jordan",0.0178964569,0.021549849,0.0071249634,0.0049163871,0.005383652,0.0072791558,0.0092914019,0.0085499118,0.013336678,0.0137035797,0.0090512054,0.0087328275,0.0085504702,0.0109112553,0.0115800937,0.0117100314,0.0139349812,0.0146219373,0.0140582262,0.0145001814,0.0164442174,0.0148983701,0.0107130882,0.0090298284,0.011340142,0.0126009597,0.0183916492,0.0174053718,0.0208312532,0.0220353051,0.0227181144,0.0242011853,0.0280077475,0.0361767148,0.0396406331,0.0312085671,0.0382091483,0.0401284727,0.0342245517,0.0370463887,0.0354579411,0.03568377,0.0304333174,0.0321212203,0.0321996385,0.0325784501,0.0329602907,0.0341844901,0.0335739637,0.0327702818,0.0325572659,0.0320100935,0.0294336085,0.0370133137,0.0426167874,0.0406061497,0.0420974032,0.0409594351,0.0429126376,0.0408347037,0.0491522137,0.0507742406,0.0459303736,0.0436578764,0.042601054,0.0417944463,0.0441636511,0.0473819531,0.0470862056,0.0423592296,0.0399083542
"          Kazakhstan","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_","_",0.0856782115,0.0866512839,0.0747746729,0.101428908,0.109243273,0.1160277066,0.0968138479,0.1025997692,0.136574175,0.1394496367,0.1487787434,0.1703126266,0.2178404639,0.2651657247,0.3153918645,0.3406018288,0.440723735,0.3440307277,0.3919109774,0.4598700741,0.4669717413,0.4469606579,0.4185227808,0.2779883177,0.2291542372,0.2735231376,0.3129779608
"          Kenya",0.2337287512,0.0887457155,0.0923786124,0.0914199215,0.1036089597,0.0790619917,0.0747354445,0.0831566769,0.0883478093,0.0769794595,0.0849294098,0.0908662031,0.0862264547,0.0855424791,0.0879076878,0.1263484324,0.1269961453,0.1201642831,0.1253879643,0.110841524,0.1036394928,0.0976292928,0.0958847172,0.0885617784,0.0855982913,0.0818959264,0.0715369279,0.0691198092,0.0794834998,0.1048949072,0.0780370232,0.0655079933,0.0607405632,0.0561600171,0.0540029247,0.0467905628,0.0545901602,0.0487207147,0.0560280575,0.0381202356,0.0371173415,0.0306614844,0.0295256245,0.0315010493,0.03536692,0.0363419768,0.0367272604,0.0362918127,0.0382105654,0.0366756133,0.0364517087,0.0305305782,0.0268725133,0.0313798002,0.032558764,0.0317684491,0.0290986272,0.032562768,0.0288730409,0.0291053909,0.0309677722,0.0355488935,0.033780302,0.0313839886,0.0330966832,0.0308999956,0.0322080602,0.0357272738,0.0355233474,0.0324110632,0.0312507315
"          Kiribati","..","..",0.0032356782,0.0024153216,0.0025086915,0.0037176485,0.0037602728,0.0043654583,0.0026888454,0.0016773039,0.0013727814,0.0017816894,0.0016124263,0.0006101785,0.0008518674,0.0005963442,0.0015259404,0.0019890387,0.0025965979,0.0031742145,0.0031478766,0.0029521118,0.0024629668,0.0027972961,0.001878313,0.0028473405,0.0040287148,0.0041396406,0.0022321177,0.001790604,0.0018732396,0.0014803856,0.0001445275,0.0001973002,0.0001053993,0.000161506,0.0005590078,0.0002035268,0.0000934159,0.0000793649,0.0001739413,0.0001611908,0.0000822445,0.0001705257,0.0001229256,0.0000911465,0.0001204662,0.0001437724,0.0000986535,0.0001120274,0.0001062319,0.0001530015,0.0000556699,0.0000727514,0.0000528479,0.0000381951,0.0000267786,0.0000410284,0.0000519964,0.0000723462,0.0000465527,0.0000499849,0.0000254474,0.0000468835,0.0000314164,0.0000352245,0.0000534347,0.0000605448,0.0000655771,0.0000761301,0.0000564792
"          Korea, Dem. People's Rep. of","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..","..",0.0438996731,0.0493250455,0.0579696283,0.0646024186,0.0609826684,0.0674182683,0.0760405468,0.0558332134,0.0582355589,0.0543535308,0.0531227809,0.0557329319,0.0266712879,0.0269711045,0.0239312281,0.0185269747,0.0167995492,0.0196088074,0.0118156418,0.0111308763,0.0109728009,0.0133331867,0.0155082028,0.0140448266,0.0138555083,0.0127398377,0.0120797145,0.0120178847,0.012756301,0.0158890889,0.0166970017,0.020202768,0.0213637811,0.0202375886,0.0229908952,0.0251156001,0.0187505652,0.0099815055,0.0015403419
"          Korea, Republic of",0.0324149363,0.0244050718,0.0372102992,0.0132842687,0.0351216813,0.0495686468,0.0282020545,0.0191654313,0.0240075569,0.0203042152,0.0128126265,0.0169684786,0.0245703166,0.0301050785,0.0390700835,0.0554887108,0.0673628749,0.0911532973,0.1211874433,0.146734284,0.1881479982,0.2251152122,0.2627667461,0.3007875528,0.3870477585,0.5535540644,0.5296130288,0.563817519,0.7766163194,0.888493271,0.9708458917,0.9048536837,0.8541900829,1.0490450683,1.1516457156,1.3160589381,1.4861984477,1.5408000009,1.6214665748,1.8762261274,2.111508653,2.0109194483,1.8598980751,2.0436384627,2.0236245544,2.1745029965,2.2221603406,2.4160025091,2.3973086044,2.4317064237,2.4014792852,2.5107377619,2.6698622339,2.4283671592,2.4996361253,2.5535892653,2.7520747199,2.7081105341,2.6836343314,2.6495619891,2.6132293706,2.8953468907,3.0478334335,3.0274924834,2.9594373539,2.9532231928,3.016279046,3.1863693856,3.0903248039,3.235216944,3.1056355531
